ID,x,y,pixel_index,logmass,log_ssfr,dust2,gas_logz,logSFRratio0,e_logmass,e_log_ssfr,e_dust2,e_gas_logz
toy_1180,40,19,1180,6.271466,-9.902300,0.287593,-0.380238,-0.164670,0.072621,0.123627,0.068653,0.062996
toy_1181,41,19,1181,6.248358,-9.808945,0.189103,-0.427208,-0.094417,0.066309,0.134272,0.063925,0.061349
toy_1182,42,19,1182,6.255533,-9.889191,0.255464,-0.439598,-0.173040,0.065801,0.126923,0.069638,0.070962
toy_1183,43,19,1183,6.229782,-9.925803,0.190102,-0.431355,-0.140238,0.062260,0.131306,0.052019,0.064711
toy_1184,44,19,1184,6.172540,-9.955105,0.242301,-0.442929,-0.103599,0.071719,0.103073,0.056645,0.066159
toy_1185,45,19,1185,6.275505,-9.909178,0.237711,-0.473498,-0.211410,0.069497,0.132899,0.056828,0.067851
toy_1186,46,19,1186,6.238267,-9.939770,0.200382,-0.444388,-0.267755,0.071753,0.104543,0.056759,0.068671
toy_1209,9,20,1209,6.275987,-9.897002,0.260290,-0.493291,-0.280056,0.065863,0.111238,0.052525,0.074339
toy_1210,10,20,1210,6.298839,-10.010987,0.224192,-0.450089,-0.221081,0.064004,0.123296,0.055440,0.065543
toy_1211,11,20,1211,6.348337,-9.929754,0.205788,-0.427143,-0.265370,0.076298,0.106429,0.056850,0.078232
toy_1212,12,20,1212,6.295090,-9.885163,0.234675,-0.390089,-0.302807,0.069366,0.118414,0.066677,0.063013
toy_1213,13,20,1213,6.267293,-9.922594,0.214506,-0.431149,-0.292913,0.075542,0.138154,0.064565,0.067837
toy_1214,14,20,1214,6.198592,-9.890595,0.224980,-0.342070,-0.299613,0.066004,0.114835,0.068242,0.079430
toy_1215,15,20,1215,6.254761,-9.896761,0.306299,-0.368799,-0.220875,0.074411,0.121540,0.052933,0.072102
toy_1216,16,20,1216,6.215963,-9.960245,0.232232,-0.404634,-0.131192,0.064461,0.118449,0.059577,0.067658
toy_1217,17,20,1217,6.265756,-9.977737,0.278140,-0.345111,-0.350133,0.061841,0.138258,0.061892,0.065001
toy_1218,18,20,1218,6.286359,-9.958133,0.257580,-0.325260,-0.204545,0.073938,0.117437,0.054459,0.061675
toy_1219,19,20,1219,6.390284,-9.998400,0.272718,-0.332927,-0.241469,0.061627,0.139277,0.060529,0.076659
toy_1220,20,20,1220,6.345930,-10.003839,0.300393,-0.336890,-0.232338,0.071191,0.134724,0.054978,0.073857
toy_1221,21,20,1221,6.357641,-10.080878,0.347546,-0.365757,-0.227588,0.062077,0.118999,0.059496,0.070311
toy_1222,22,20,1222,6.380744,-9.996216,0.259853,-0.347642,-0.250198,0.078494,0.115494,0.059223,0.062045
toy_1223,23,20,1223,6.382067,-9.978623,0.350805,-0.326429,-0.225633,0.070323,0.127430,0.053525,0.064061
toy_1224,24,20,1224,6.426804,-9.931722,0.294217,-0.359134,-0.172033,0.072248,0.106466,0.056475,0.065800
toy_1225,25,20,1225,6.533801,-10.008116,0.393770,-0.293109,-0.372909,0.070847,0.105604,0.063769,0.061130
toy_1226,26,20,1226,6.498831,-9.879751,0.283371,-0.309035,-0.249256,0.065095,0.129070,0.053170,0.067082
toy_1227,27,20,1227,6.452809,-10.001010,0.370565,-0.331191,-0.241082,0.076680,0.134989,0.054426,0.064575
toy_1228,28,20,1228,6.388070,-9.953065,0.319814,-0.305300,-0.197628,0.064817,0.103311,0.051845,0.065108
toy_1229,29,20,1229,6.387511,-10.004290,0.328683,-0.313021,-0.325949,0.069813,0.116634,0.055159,0.062766
toy_1230,30,20,1230,6.468895,-9.947672,0.291860,-0.294106,-0.164602,0.077930,0.127072,0.068007,0.063093
toy_1231,31,20,1231,6.447253,-10.055811,0.360519,-0.293800,-0.213480,0.072508,0.112251,0.058962,0.072380
toy_1232,32,20,1232,6.410989,-10.061626,0.356462,-0.342688,-0.258798,0.072028,0.121496,0.062393,0.068065
toy_1233,33,20,1233,6.355424,-10.004146,0.292503,-0.359250,-0.194586,0.070084,0.124641,0.051016,0.066050
toy_1234,34,20,1234,6.424750,-10.028656,0.334329,-0.341902,-0.244804,0.077476,0.120591,0.064257,0.062071
toy_1235,35,20,1235,6.415491,-9.978357,0.243879,-0.343173,-0.152273,0.064186,0.102452,0.053180,0.070043
toy_1236,36,20,1236,6.331105,-9.945192,0.248183,-0.328933,-0.131492,0.076561,0.112813,0.052156,0.074752
toy_1237,37,20,1237,6.315265,-9.911983,0.217210,-0.358500,-0.237975,0.071716,0.118948,0.068779,0.066960
toy_1238,38,20,1238,6.327561,-9.841456,0.260625,-0.367720,-0.143222,0.078094,0.108963,0.061604,0.063670
toy_1239,39,20,1239,6.314998,-10.052816,0.262020,-0.417806,-0.175091,0.062225,0.129584,0.059507,0.076473
toy_1240,40,20,1240,6.251413,-9.930818,0.214100,-0.388607,-0.091915,0.061330,0.101799,0.052599,0.061009
toy_1241,41,20,1241,6.248502,-9.905146,0.156392,-0.368842,-0.009546,0.074678,0.129566,0.069771,0.062275
toy_1242,42,20,1242,6.279478,-9.848754,0.224495,-0.408715,-0.112908,0.062617,0.132662,0.057923,0.074527
toy_1243,43,20,1243,6.170324,-9.814334,0.226886,-0.426163,-0.067892,0.067091,0.134218,0.063395,0.064577
toy_1244,44,20,1244,6.217429,-9.857894,0.268931,-0.387215,-0.073501,0.077264,0.120599,0.057761,0.077748
toy_1245,45,20,1245,6.319634,-9.874157,0.187268,-0.423701,0.043945,0.070642,0.125603,0.053752,0.072064
toy_1246,46,20,1246,6.260196,-9.936816,0.192478,-0.467301,-0.091924,0.079174,0.113676,0.061429,0.062840
toy_1247,47,20,1247,6.228223,-9.880195,0.188716,-0.490709,-0.221202,0.068056,0.100303,0.058002,0.078460
toy_1268,8,21,1268,6.207870,-9.923777,0.247676,-0.475023,-0.186952,0.062282,0.110292,0.054809,0.070420
toy_1269,9,21,1269,6.329358,-9.941591,0.229323,-0.453528,-0.320105,0.064228,0.112508,0.058546,0.064877
toy_1270,10,21,1270,6.322695,-9.849271,0.245845,-0.416962,-0.243547,0.066853,0.127024,0.063366,0.074385
toy_1271,11,21,1271,6.347490,-9.895135,0.243130,-0.437539,-0.282602,0.060318,0.123794,0.052877,0.072205
toy_1272,12,21,1272,6.337556,-9.911969,0.234650,-0.419757,-0.261151,0.070548,0.139670,0.067933,0.072710
toy_1273,13,21,1273,6.312369,-9.932700,0.230691,-0.388899,-0.160787,0.077981,0.133379,0.052552,0.060185
toy_1274,14,21,1274,6.413454,-9.979045,0.241212,-0.360396,-0.205559,0.068821,0.125206,0.058430,0.069616
toy_1275,15,21,1275,6.284482,-9.978164,0.254227,-0.434817,-0.197610,0.070834,0.124329,0.058308,0.079527
toy_1277,17,21,1277,6.385567,-9.987295,0.237522,-0.370286,-0.303234,0.078484,0.102656,0.052283,0.078005
toy_1278,18,21,1278,6.287939,-9.892157,0.253351,-0.359146,-0.126155,0.078213,0.136724,0.066749,0.075263
toy_1279,19,21,1279,6.447646,-9.965291,0.278702,-0.349728,-0.084759,0.071758,0.135759,0.063042,0.066290
toy_1280,20,21,1280,6.456975,-10.012130,0.353346,-0.335633,-0.264589,0.068728,0.118582,0.061701,0.062740
toy_1281,21,21,1281,6.482790,-9.955192,0.291621,-0.309671,-0.136407,0.071376,0.133790,0.052859,0.075390
toy_1282,22,21,1282,6.496084,-10.037828,0.362181,-0.338481,-0.327214,0.065968,0.124277,0.050172,0.064529
toy_1283,23,21,1283,6.471562,-9.984375,0.347371,-0.301760,-0.403957,0.066049,0.105509,0.054507,0.072757
toy_1284,24,21,1284,6.503768,-10.106051,0.388869,-0.380135,-0.225339,0.072291,0.110817,0.053280,0.064193
toy_1285,25,21,1285,6.506989,-10.031554,0.393490,-0.286759,-0.231012,0.079384,0.101635,0.056073,0.060302
toy_1286,26,21,1286,6.574998,-10.121242,0.353267,-0.279920,-0.256544,0.065486,0.101771,0.062457,0.070240
toy_1287,27,21,1287,6.497777,-9.962714,0.415824,-0.297326,-0.234126,0.076070,0.131077,0.066426,0.070072
toy_1288,28,21,1288,6.589296,-9.987642,0.440172,-0.294350,-0.352737,0.060665,0.137156,0.053897,0.070703
toy_1289,29,21,1289,6.489506,-10.102649,0.380185,-0.314322,-0.333449,0.074323,0.115018,0.055021,0.076893
toy_1290,30,21,1290,6.448002,-9.996636,0.407280,-0.350378,-0.337149,0.063051,0.108302,0.058647,0.063955
toy_1291,31,21,1291,6.487251,-10.028971,0.359312,-0.338990,-0.190399,0.068798,0.122789,0.056044,0.067107
toy_1292,32,21,1292,6.436176,-10.116717,0.338745,-0.337249,-0.300513,0.079927,0.132889,0.053565,0.075250
toy_1293,33,21,1293,6.425121,-10.054779,0.337000,-0.327867,-0.182618,0.063625,0.116870,0.062889,0.063263
toy_1294,34,21,1294,6.435232,-10.001236,0.336497,-0.325055,-0.208758,0.078044,0.126910,0.055211,0.068110
toy_1295,35,21,1295,6.388005,-9.916482,0.251512,-0.336066,-0.185720,0.075148,0.109857,0.051806,0.065469
toy_1296,36,21,1296,6.384486,-9.960796,0.357443,-0.290004,-0.100890,0.062814,0.125959,0.056735,0.072077
toy_1297,37,21,1297,6.358631,-9.927557,0.260202,-0.318102,-0.188537,0.061981,0.122620,0.050583,0.066444
toy_1298,38,21,1298,6.392399,-9.863553,0.218811,-0.368165,-0.029369,0.071733,0.126307,0.054096,0.078102
toy_1299,39,21,1299,6.343934,-9.877983,0.270762,-0.392669,-0.071996,0.075590,0.102408,0.063021,0.061420
toy_1300,40,21,1300,6.331008,-9.845673,0.232564,-0.399574,0.005705,0.062400,0.125036,0.065820,0.065151
toy_1301,41,21,1301,6.247829,-9.824317,0.180295,-0.392245,0.003492,0.070229,0.131831,0.063056,0.070204
toy_1302,42,21,1302,6.233459,-9.819850,0.239958,-0.406315,-0.022473,0.065535,0.103584,0.064528,0.071043
toy_1303,43,21,1303,6.348386,-9.896662,0.175595,-0.401665,-0.054190,0.074552,0.137320,0.063349,0.063346
toy_1304,44,21,1304,6.146138,-9.852661,0.208296,-0.424723,0.049435,0.076473,0.126039,0.061609,0.069878
toy_1305,45,21,1305,6.230863,-9.923722,0.218228,-0.454847,-0.136357,0.063993,0.101651,0.059876,0.070736
toy_1306,46,21,1306,6.246693,-9.866287,0.172383,-0.394570,0.038154,0.076070,0.136562,0.065482,0.061170
toy_1307,47,21,1307,6.194823,-9.827775,0.251704,-0.476281,-0.044207,0.071326,0.129815,0.050761,0.065690
toy_1308,48,21,1308,6.218348,-9.927196,0.217474,-0.414485,-0.030835,0.079675,0.105443,0.063209,0.062559
toy_1328,8,22,1328,6.377133,-9.920710,0.228804,-0.521065,-0.094138,0.074069,0.103900,0.067340,0.074182
toy_1329,9,22,1329,6.333576,-9.971685,0.236738,-0.454851,-0.235103,0.078388,0.106947,0.057612,0.060615
toy_1330,10,22,1330,6.326330,-10.073264,0.250014,-0.443793,-0.250970,0.075138,0.129436,0.052600,0.060244
toy_1331,11,22,1331,6.361396,-10.032219,0.244775,-0.441392,-0.256559,0.060496,0.138542,0.052880,0.078543
toy_1332,12,22,1332,6.278365,-10.016017,0.275852,-0.376383,-0.260067,0.063450,0.130200,0.050753,0.069750
toy_1333,13,22,1333,6.381913,-10.000539,0.251065,-0.393959,-0.185163,0.075241,0.137740,0.053202,0.060681
toy_1334,14,22,1334,6.376523,-9.948892,0.326146,-0.360533,-0.284190,0.067063,0.106953,0.065427,0.067347
toy_1338,18,22,1338,6.387733,-9.932831,0.288390,-0.346319,-0.215093,0.076955,0.124974,0.057261,0.074597
toy_1339,19,22,1339,6.479983,-9.981010,0.315536,-0.314587,-0.118720,0.061891,0.118058,0.056864,0.079435
toy_1340,20,22,1340,6.442798,-9.955478,0.357379,-0.319640,-0.283709,0.062742,0.134117,0.063619,0.074034
toy_1341,21,22,1341,6.474398,-9.941194,0.304704,-0.303357,-0.351518,0.064512,0.125987,0.058390,0.069937
toy_1342,22,22,1342,6.502915,-10.024183,0.346181,-0.329417,-0.275726,0.065981,0.136811,0.059180,0.063968
toy_1343,23,22,1343,6.537107,-10.006746,0.378102,-0.278537,-0.182462,0.075048,0.114248,0.052353,0.064013
toy_1344,24,22,1344,6.581096,-9.988611,0.443470,-0.281944,-0.267736,0.070211,0.131967,0.064125,0.079988
toy_1345,25,22,1345,6.616223,-10.063944,0.463629,-0.273141,-0.341081,0.067583,0.138294,0.062247,0.070041
toy_1346,26,22,1346,6.553315,-10.110500,0.491559,-0.273795,-0.279142,0.062102,0.131879,0.068821,0.079587
toy_1347,27,22,1347,6.630861,-10.156946,0.404840,-0.243598,-0.259228,0.066341,0.139304,0.058142,0.065865
toy_1348,28,22,1348,6.596387,-10.029909,0.466060,-0.305004,-0.240271,0.078082,0.120287,0.059402,0.064986
toy_1349,29,22,1349,6.583623,-10.030627,0.531824,-0.289289,-0.364312,0.060523,0.115631,0.068575,0.079693
toy_1350,30,22,1350,6.579115,-10.014376,0.479473,-0.257567,-0.185074,0.061939,0.124089,0.061360,0.060959
toy_1351,31,22,1351,6.516004,-10.002949,0.415721,-0.249727,-0.109064,0.064991,0.107623,0.061105,0.079188
toy_1352,32,22,1352,6.567462,-10.063558,0.475880,-0.270682,-0.199872,0.062608,0.107176,0.055444,0.063657
toy_1353,33,22,1353,6.554745,-9.952856,0.347579,-0.272910,-0.242253,0.076704,0.109523,0.061957,0.062523
toy_1354,34,22,1354,6.470776,-10.044184,0.318415,-0.283550,-0.316593,0.069160,0.108678,0.054899,0.070468
toy_1355,35,22,1355,6.465824,-9.892683,0.364259,-0.297945,-0.039700,0.062122,0.102866,0.055665,0.076361
toy_1356,36,22,1356,6.360183,-9.822899,0.328957,-0.318576,-0.123566,0.062273,0.105409,0.069153,0.066421
toy_1357,37,22,1357,6.488939,-10.008945,0.332427,-0.355625,-0.090487,0.075697,0.126984,0.062343,0.060435
toy_1358,38,22,1358,6.344047,-9.917317,0.335131,-0.299550,0.006989,0.066086,0.113274,0.067896,0.068073
toy_1359,39,22,1359,6.377443,-9.731382,0.282076,-0.322493,0.072583,0.070580,0.134813,0.052839,0.069771
toy_1360,40,22,1360,6.323823,-9.727857,0.311338,-0.355104,0.093085,0.075293,0.137115,0.057693,0.061901
toy_1361,41,22,1361,6.344692,-9.856032,0.222750,-0.357758,0.083738,0.060618,0.111482,0.051327,0.065006
toy_1362,42,22,1362,6.349949,-9.723761,0.236205,-0.383671,0.169640,0.062592,0.136927,0.065487,0.079737
toy_1363,43,22,1363,6.341337,-9.720413,0.282490,-0.413816,0.029844,0.062650,0.101766,0.066834,0.069369
toy_1364,44,22,1364,6.323045,-9.691729,0.235726,-0.342985,0.131153,0.076997,0.114641,0.063305,0.069483
toy_1365,45,22,1365,6.318389,-9.876462,0.209835,-0.375727,-0.006218,0.071348,0.130345,0.054559,0.063283
toy_1366,46,22,1366,6.251362,-9.822037,0.179330,-0.461384,-0.052163,0.079240,0.107499,0.054656,0.078753
toy_1367,47,22,1367,6.235306,-9.832807,0.196343,-0.427406,0.051854,0.068447,0.127478,0.063406,0.073286
toy_1368,48,22,1368,6.252097,-9.866586,0.186469,-0.453241,-0.030664,0.065278,0.131774,0.058684,0.079849
toy_1369,49,22,1369,6.218106,-9.904917,0.172907,-0.477919,-0.170607,0.078546,0.108814,0.052543,0.071576
toy_1388,8,23,1388,6.329508,-9.886727,0.258354,-0.445709,-0.270317,0.061348,0.128172,0.051377,0.060223
toy_1389,9,23,1389,6.321678,-9.987627,0.298174,-0.478808,-0.231212,0.070145,0.136495,0.050573,0.079876
toy_1390,10,23,1390,6.337082,-10.041931,0.318694,-0.440858,-0.220866,0.065500,0.116984,0.053055,0.065090
toy_1391,11,23,1391,6.371424,-10.044468,0.299549,-0.431798,-0.338905,0.079537,0.101344,0.054093,0.073454
toy_1392,12,23,1392,6.416969,-9.960545,0.303860,-0.373440,-0.228256,0.072155,0.128030,0.067369,0.070529
toy_1393,13,23,1393,6.413828,-9.892968,0.265688,-0.347956,-0.194886,0.075038,0.129833,0.061220,0.067916
toy_1399,19,23,1399,6.468695,-10.101716,0.396649,-0.364726,-0.117595,0.067542,0.114276,0.056668,0.074903
toy_1400,20,23,1400,6.616104,-10.056308,0.328445,-0.324333,-0.245079,0.076366,0.127268,0.053181,0.074147
toy_1401,21,23,1401,6.575644,-10.057828,0.420715,-0.290670,-0.159174,0.061187,0.127275,0.066955,0.068290
toy_1402,22,23,1402,6.530905,-10.044807,0.513000,-0.297548,-0.379565,0.063125,0.123602,0.067629,0.061599
toy_1403,23,23,1403,6.678793,-10.123775,0.494523,-0.278303,-0.302920,0.077231,0.106138,0.055714,0.074069
toy_1404,24,23,1404,6.660444,-10.080901,0.499283,-0.242308,-0.181118,0.073478,0.135638,0.054260,0.066867
toy_1405,25,23,1405,6.689181,-10.047208,0.506953,-0.304370,-0.161216,0.076407,0.107645,0.063882,0.070193
toy_1406,26,23,1406,6.662421,-10.149419,0.583019,-0.278422,-0.302599,0.073926,0.129982,0.055327,0.068274
toy_1407,27,23,1407,6.649301,-10.104401,0.481449,-0.244692,-0.205278,0.070983,0.115971,0.060375,0.063043
toy_1408,28,23,1408,6.798692,-10.131840,0.518776,-0.246736,-0.288511,0.061596,0.126401,0.069586,0.078031
toy_1409,29,23,1409,6.755415,-10.100709,0.532095,-0.241589,-0.223575,0.074585,0.128381,0.051446,0.061555
toy_1410,30,23,1410,6.716181,-10.029567,0.580089,-0.240862,-0.240007,0.062044,0.138005,0.068179,0.078251
toy_1411,31,23,1411,6.624991,-10.013431,0.420615,-0.268889,-0.147129,0.061057,0.122927,0.063810,0.064922
toy_1412,32,23,1412,6.591647,-10.108092,0.495200,-0.202790,-0.093552,0.079054,0.138439,0.066358,0.062450
toy_1413,33,23,1413,6.646534,-9.896477,0.444737,-0.254858,-0.312715,0.073689,0.139926,0.052156,0.071306
toy_1414,34,23,1414,6.550046,-9.984868,0.445863,-0.257025,-0.132884,0.066272,0.103756,0.055789,0.063468
toy_1415,35,23,1415,6.471222,-9.905959,0.448678,-0.339922,-0.058926,0.079025,0.132885,0.061558,0.069269
toy_1416,36,23,1416,6.477254,-9.903356,0.315173,-0.343749,-0.008239,0.077090,0.128589,0.064517,0.079448
toy_1417,37,23,1417,6.516286,-9.808909,0.326704,-0.305500,-0.070781,0.062104,0.115905,0.066757,0.062301
toy_1418,38,23,1418,6.484992,-9.796618,0.365852,-0.308602,0.131287,0.072398,0.103488,0.060948,0.069407
toy_1419,39,23,1419,6.383701,-9.759901,0.298233,-0.354752,0.099501,0.072624,0.122490,0.063988,0.071981
toy_1420,40,23,1420,6.365326,-9.656986,0.326414,-0.344146,0.188226,0.076170,0.134822,0.066569,0.070213
toy_1421,41,23,1421,6.314202,-9.726453,0.271193,-0.337585,0.116003,0.068725,0.130977,0.062129,0.066723
toy_1422,42,23,1422,6.340624,-9.646623,0.212268,-0.371943,0.338459,0.060303,0.128213,0.061825,0.073848
toy_1423,43,23,1423,6.264490,-9.701675,0.289226,-0.370036,0.090001,0.063745,0.114152,0.056400,0.067374
toy_1424,44,23,1424,6.340239,-9.641653,0.241451,-0.416713,0.117071,0.064924,0.123967,0.068225,0.074457
toy_1425,45,23,1425,6.279091,-9.696328,0.247736,-0.392039,0.078118,0.073091,0.104862,0.055283,0.069457
toy_1426,46,23,1426,6.267685,-9.784724,0.206177,-0.382938,-0.048521,0.077965,0.104600,0.057265,0.075703
toy_1427,47,23,1427,6.291683,-9.758651,0.196305,-0.474551,-0.001258,0.063575,0.121101,0.064103,0.066879
toy_1428,48,23,1428,6.234576,-9.819792,0.241961,-0.434337,-0.095344,0.062819,0.121112,0.055652,0.075014
toy_1429,49,23,1429,6.338891,-9.908451,0.168177,-0.473015,-0.127076,0.074281,0.130547,0.062134,0.065237
toy_1447,7,24,1447,6.270454,-10.018209,0.258591,-0.472974,-0.249793,0.079944,0.125955,0.057643,0.063656
toy_1448,8,24,1448,6.289590,-9.952906,0.283360,-0.464671,-0.273157,0.063920,0.131636,0.060510,0.065846
toy_1449,9,24,1449,6.304688,-9.984782,0.296038,-0.451827,-0.112184,0.069526,0.134061,0.051341,0.063290
toy_1450,10,24,1450,6.409923,-9.915225,0.342800,-0.414036,-0.321922,0.061878,0.114462,0.067969,0.075790
toy_1451,11,24,1451,6.278908,-9.944803,0.298423,-0.409500,-0.271513,0.076738,0.101589,0.064218,0.078061
toy_1452,12,24,1452,6.356285,-9.997909,0.335407,-0.374655,-0.165633,0.073891,0.123315,0.068921,0.075138
toy_1453,13,24,1453,6.389555,-10.055255,0.339745,-0.383835,-0.291462,0.063177,0.121636,0.069098,0.062948
toy_1454,14,24,1454,6.422034,-9.936061,0.332336,-0.363750,-0.365772,0.073413,0.123748,0.055512,0.062042
toy_1458,18,24,1458,6.491787,-9.981115,0.378850,-0.327902,-0.480772,0.069764,0.129305,0.054926,0.078134
toy_1459,19,24,1459,6.627027,-9.957329,0.450765,-0.345281,-0.220137,0.062994,0.124917,0.065609,0.061620
toy_1460,20,24,1460,6.599851,-9.970028,0.491195,-0.322818,-0.280683,0.069728,0.138905,0.056805,0.074599
toy_1461,21,24,1461,6.688419,-10.215462,0.461908,-0.302414,-0.221240,0.076136,0.130940,0.067923,0.078581
toy_1462,22,24,1462,6.708441,-10.092828,0.465379,-0.268862,-0.335747,0.068741,0.111062,0.065774,0.068271
toy_1463,23,24,1463,6.706405,-10.099668,0.545694,-0.215270,-0.279916,0.079401,0.101796,0.060734,0.076540
toy_1464,24,24,1464,6.844462,-10.004993,0.577118,-0.230334,-0.339509,0.075774,0.128315,0.057919,0.072294
toy_1465,25,24,1465,6.858123,-10.027697,0.501508,-0.222678,-0.281534,0.077985,0.107900,0.053421,0.076865
toy_1466,26,24,1466,6.860207,-10.108590,0.555363,-0.265292,-0.230014,0.076863,0.134299,0.063765,0.061636
toy_1467,27,24,1467,6.786215,-10.163834,0.577348,-0.253796,-0.291317,0.079300,0.131434,0.058976,0.063090
toy_1468,28,24,1468,6.809070,-10.129730,0.582725,-0.243614,-0.223526,0.066237,0.130449,0.056925,0.069913
toy_1469,29,24,1469,6.923546,-10.058978,0.529145,-0.282897,-0.298548,0.063420,0.118628,0.056811,0.069578
toy_1470,30,24,1470,6.783036,-10.193497,0.579231,-0.246676,-0.017949,0.064896,0.129418,0.063376,0.070963
toy_1471,31,24,1471,6.764265,-10.082778,0.505804,-0.269738,-0.341770,0.076344,0.124048,0.062359,0.060866
toy_1472,32,24,1472,6.723298,-9.980485,0.487819,-0.229323,-0.201330,0.073037,0.122208,0.057430,0.076117
toy_1473,33,24,1473,6.743014,-9.991495,0.508970,-0.256662,-0.182433,0.075032,0.101226,0.061969,0.066736
toy_1474,34,24,1474,6.664371,-9.928762,0.459034,-0.280287,-0.147701,0.065427,0.119384,0.064769,0.066135
toy_1475,35,24,1475,6.649314,-9.920505,0.457815,-0.292342,-0.030022,0.067011,0.101047,0.066778,0.077649
toy_1476,36,24,1476,6.648007,-9.887836,0.429600,-0.273072,0.071365,0.072495,0.117978,0.064831,0.078653
toy_1477,37,24,1477,6.663936,-9.822290,0.362382,-0.321229,0.080097,0.060149,0.136266,0.051426,0.077232
toy_1478,38,24,1478,6.501004,-9.820762,0.358816,-0.319937,0.203198,0.067680,0.139625,0.056326,0.061875
toy_1479,39,24,1479,6.468366,-9.668797,0.296457,-0.296300,0.280319,0.066824,0.129739,0.060061,0.070517
toy_1480,40,24,1480,6.498771,-9.628527,0.340550,-0.339751,0.260846,0.076957,0.103321,0.056673,0.071462
toy_1481,41,24,1481,6.367224,-9.579797,0.326041,-0.384717,0.361155,0.064341,0.139989,0.067379,0.061581
toy_1482,42,24,1482,6.322752,-9.533994,0.329863,-0.283623,0.351280,0.074079,0.105558,0.058912,0.065001
toy_1483,43,24,1483,6.428410,-9.531235,0.298560,-0.342505,0.400254,0.065034,0.122465,0.069764,0.070889
toy_1484,44,24,1484,6.322917,-9.533647,0.257275,-0.381308,0.343861,0.064298,0.126752,0.054032,0.064627
toy_1485,45,24,1485,6.402628,-9.627049,0.261207,-0.385300,0.230052,0.067253,0.122990,0.065929,0.068939
toy_1486,46,24,1486,6.274311,-9.711585,0.245432,-0.422469,0.158446,0.079041,0.103760,0.065704,0.064239
toy_1487,47,24,1487,6.256447,-9.789888,0.256635,-0.399678,0.209792,0.061125,0.132687,0.064406,0.072021
toy_1488,48,24,1488,6.265161,-9.777954,0.195460,-0.461982,0.149710,0.078168,0.107165,0.067154,0.077654
toy_1489,49,24,1489,6.290850,-9.838295,0.242084,-0.478354,-0.137058,0.071594,0.118936,0.066543,0.068985
toy_1490,50,24,1490,6.307137,-9.886040,0.240903,-0.440549,0.060296,0.066083,0.109244,0.068480,0.068512
toy_1507,7,25,1507,6.381207,-10.007652,0.294037,-0.476230,-0.146414,0.061009,0.113409,0.067089,0.068478
toy_1508,8,25,1508,6.320925,-9.932324,0.270945,-0.409255,-0.315624,0.074273,0.116235,0.065025,0.079548
toy_1509,9,25,1509,6.357981,-9.938371,0.293732,-0.412521,-0.154773,0.064838,0.115485,0.051819,0.067281
toy_1510,10,25,1510,6.372456,-10.017772,0.283560,-0.412951,-0.432320,0.079072,0.136370,0.067461,0.076857
toy_1511,11,25,1511,6.354622,-9.889181,0.264148,-0.450576,-0.160498,0.072422,0.132230,0.066079,0.064913
toy_1512,12,25,1512,6.418544,-9.996330,0.218477,-0.381316,-0.307429,0.078582,0.108487,0.052366,0.065052
toy_1513,13,25,1513,6.452599,-9.936129,0.352519,-0.407658,-0.172852,0.065260,0.109003,0.063531,0.071612
toy_1514,14,25,1514,6.371645,-9.966605,0.362635,-0.365083,-0.231102,0.076290,0.111988,0.062526,0.061419
toy_1515,15,25,1515,6.503385,-9.972485,0.383917,-0.332716,-0.336349,0.074014,0.133844,0.057653,0.065956
toy_1517,17,25,1517,6.559723,-10.039980,0.421627,-0.346789,-0.242975,0.069241,0.127124,0.052806,0.063400
toy_1518,18,25,1518,6.587901,-10.050513,0.416124,-0.310225,-0.168427,0.071697,0.133772,0.067482,0.072978
toy_1519,19,25,1519,6.658711,-10.016408,0.487612,-0.335877,-0.253551,0.078987,0.108794,0.058336,0.065501
toy_1520,20,25,1520,6.615368,-10.038497,0.485476,-0.299122,-0.285706,0.077272,0.102414,0.051984,0.062730
toy_1521,21,25,1521,6.719171,-10.035543,0.523659,-0.309159,-0.468910,0.060756,0.103674,0.058097,0.068088
toy_1522,22,25,1522,6.756724,-10.103642,0.559433,-0.242626,-0.299945,0.078608,0.135571,0.058479,0.068363
toy_1523,23,25,1523,6.832036,-10.081796,0.639802,-0.233942,-0.292070,0.064216,0.118109,0.061943,0.069402
toy_1524,24,25,1524,6.880376,-10.069558,0.719097,-0.260215,-0.259115,0.064724,0.118542,0.061968,0.062161
toy_1525,25,25,1525,6.904258,-10.181249,0.626728,-0.234385,-0.331241,0.068078,0.108553,0.051971,0.079074
toy_1526,26,25,1526,6.951210,-10.161318,0.666534,-0.248453,-0.326642,0.075284,0.118235,0.061769,0.075420
toy_1527,27,25,1527,6.963838,-10.163230,0.679027,-0.241755,-0.263890,0.069802,0.100786,0.056641,0.062568
toy_1528,28,25,1528,6.988304,-10.206775,0.626376,-0.235145,-0.147126,0.065872,0.123369,0.051174,0.077089
toy_1529,29,25,1529,6.952672,-10.138390,0.602018,-0.179172,-0.250035,0.068571,0.120124,0.060487,0.079572
toy_1530,30,25,1530,7.011026,-10.142752,0.640858,-0.204482,-0.154176,0.064776,0.136736,0.050324,0.066751
toy_1531,31,25,1531,6.901051,-10.056499,0.656764,-0.213303,-0.254783,0.060919,0.126649,0.052584,0.067156
toy_1532,32,25,1532,6.755877,-10.029152,0.606208,-0.219386,-0.200314,0.062976,0.128747,0.059080,0.072446
