ID,x,y,pixel_index,F090W,F115W,F150W,F200W,F277W,F356W,F444W,e_F090W,e_F115W,e_F150W,e_F200W,e_F277W,e_F356W,e_F444W,keep_pixel
206183_0499,19,8,499,0.01578091,0.009222677,0.01535623,-0.01908174,0.004680991,0.002352458,-0.005668816,0.02091465,0.01952252,0.01834222,0.01752531,0.01725901,0.01755598,0.01817147,0
206183_0500,20,8,500,0.01609665,0.01152849,-0.004936099,-0.02003281,-0.002154325,-0.009786283,-0.01589102,0.02247824,0.02079795,0.01934239,0.01825906,0.01772521,0.01784373,0.01832465,0
206183_0501,21,8,501,0.02674736,0.02051356,0.01059303,-0.01418365,-0.01296535,0.008458383,-0.001112572,0.02020445,0.01898623,0.0179726,0.01732139,0.01723059,0.01765366,0.01837265,0
206183_0502,22,8,502,-0.02790468,0.01049759,0.060857,-0.01697792,-0.005282208,-0.01503408,-0.0009656182,0.02172284,0.02024245,0.0190115,0.0181898,0.01797485,0.01834589,0.01904652,0
206183_0503,23,8,503,0.001909099,0.02543135,9.522363e-05,0.01949318,0.0127856,-0.01137684,0.0113582,0.02302106,0.02127777,0.0197909,0.01871423,0.01823362,0.01842036,0.01897616,0
206183_0504,24,8,504,-0.002172882,-0.01303177,0.01081726,0.01825084,0.003119027,0.006225036,0.009615566,0.02110975,0.01970517,0.01846705,0.01754455,0.01712046,0.01728273,0.01777867,0
206183_0505,25,8,505,-0.0247896,0.002259359,-0.01309987,-0.03182311,0.0007446386,-0.00582514,0.007816353,0.02158527,0.01997408,0.01857463,0.01752322,0.01698269,0.01706345,0.01748819,0
206183_0506,26,8,506,0.0032886,0.01133038,-0.00132653,0.008472566,-0.001097635,0.007300872,-0.002843679,0.02159319,0.02019091,0.01898861,0.01814969,0.01787723,0.01819168,0.01884125,0
206183_0507,27,8,507,-0.004220219,-0.006910003,0.03329186,-2.775477e-05,0.02974131,0.002300193,0.02701188,0.02202028,0.02042039,0.01903657,0.01801666,0.01753951,0.01769145,0.01819424,0
206183_0508,28,8,508,0.02696639,-0.01449649,-0.01620049,0.004914815,-0.004250933,-0.004841815,0.02291215,0.02276703,0.02098015,0.01945356,0.01832981,0.01777919,0.01789636,0.01837938,0
206183_0509,29,8,509,0.02543963,0.004124637,0.02112887,0.01481614,-0.002799648,-0.02035128,0.06091506,0.02076299,0.01947402,0.0183841,0.01765361,0.01748315,0.01785704,0.01854345,0
206183_0510,30,8,510,-0.03080964,0.05339555,-0.000189529,-0.000148091,-0.002930464,-0.02546402,0.04260056,0.02120303,0.0197491,0.01850631,0.01762424,0.01728647,0.01753154,0.01810446,0
206183_0511,31,8,511,-0.04088343,0.01275558,0.0275723,0.04740697,0.02902886,0.01262819,-0.01322276,0.02137117,0.01989558,0.01866478,0.01783152,0.01758388,0.01791447,0.01856886,0
206183_0512,32,8,512,-0.01525769,-0.001989817,0.002181485,0.0009844939,0.01532471,-0.004721171,0.01405176,0.02194405,0.0204219,0.01909512,0.0181182,0.01767978,0.01786095,0.01839206,0
206183_0513,33,8,513,-0.02015492,0.002704426,0.009159284,0.006628999,-0.004571813,-0.01192632,0.04116486,0.0217283,0.0201473,0.01879624,0.01782065,0.0173971,0.0175869,0.01811776,0
206183_0514,34,8,514,0.006544229,-0.01606624,-0.0003745274,-0.0275665,-0.01117804,0.0005416245,-0.002313767,0.02227008,0.02062362,0.01916576,0.01803953,0.01741489,0.01744151,0.01783219,0
206183_0515,35,8,515,0.004630761,-0.02069686,0.01276016,0.01408273,0.03336037,-0.0025318,0.01044738,0.021077,0.01974853,0.01863786,0.01790826,0.0177637,0.01817133,0.01889521,0
206183_0516,36,8,516,-0.009385157,-0.003301471,-0.02328363,0.005870356,0.03884965,0.001981768,0.006106814,0.02027673,0.01898288,0.01786983,0.01708571,0.0168142,0.01708251,0.01765906,0
206183_0517,37,8,517,-0.02713709,-0.001097018,-0.01075536,0.003333157,0.0300765,0.04569528,-0.03917345,0.02133564,0.01992596,0.018733,0.01791526,0.01766918,0.01799827,0.01865398,0
206183_0518,38,8,518,0.01123323,0.05027861,0.01723095,-0.01086761,0.0007331255,0.02511767,0.00908856,0.0219767,0.02042411,0.0190405,0.01797315,0.017399,0.01745785,0.0178745,0
206183_0519,39,8,519,0.01479173,0.03494014,0.02937988,0.009199606,-0.00607309,0.02633972,-0.01832281,0.02058916,0.01933856,0.01826751,0.01753595,0.01734447,0.01769273,0.01835328,0
206183_0520,40,8,520,-0.05095966,0.04140347,0.004407751,-0.04010615,-0.01378186,0.02554464,0.004213152,0.0245013,0.02254689,0.02084334,0.01954637,0.01884011,0.01887827,0.01932749,0
206183_0521,41,8,521,-0.05353447,-0.02159418,0.0140292,0.02249944,-0.003875294,-0.001328919,0.01056976,0.02309477,0.02131767,0.01979431,0.01867515,0.01814093,0.01828272,0.01879801,0
206183_0522,42,8,522,0.0213792,7.094742e-05,0.006697273,-0.01806914,0.01493571,0.009885154,0.008722599,0.02124862,0.01982089,0.01864528,0.01787821,0.01771323,0.0181102,0.01882389,0
206183_0523,43,8,523,0.003672056,0.02318292,0.03157704,-0.01050846,0.01421568,-0.02860244,0.0315706,0.02276726,0.02115473,0.01972009,0.01862038,0.01804521,0.01813136,0.01859225,0
206183_0524,44,8,524,-0.01000703,0.04151475,-0.03476977,0.0008978585,0.02310032,-0.0100313,7.020117e-05,0.02027347,0.01899403,0.01791605,0.01719114,0.01700807,0.01735385,0.01800183,0
206183_0525,45,8,525,-0.02877986,-0.02352907,0.02096408,-0.001802276,-0.01338474,-0.002664784,-0.02008424,0.02232536,0.02081649,0.01957687,0.01877632,0.01862542,0.01907233,0.01985725,0
206183_0526,46,8,526,0.0194453,-0.006280312,0.02249501,-0.01294633,0.03666004,-7.322589e-05,0.00729722,0.02287895,0.02112693,0.01957833,0.01837622,0.01768902,0.01768238,0.01805421,0
206183_0527,47,8,527,-0.02522539,-0.01110401,-0.004174555,-0.008395345,0.002380804,-0.04139719,-0.01874882,0.02174254,0.02018602,0.01885954,0.01791223,0.01752591,0.01774829,0.0183108,0
206183_0528,48,8,528,0.05612139,-0.003782718,0.02244817,0.01047311,-0.01337468,-0.0002859645,0.008197691,0.02265992,0.02103603,0.01965672,0.01868298,0.01831189,0.01858006,0.0192065,0
206183_0529,49,8,529,-0.01657622,0.02482145,-0.007121704,0.009007889,-0.0004944315,-0.01044245,0.01074513,0.02092164,0.01944752,0.01815458,0.01718032,0.01669054,0.01678956,0.01721935,0
206183_0530,50,8,530,0.01662405,-0.0433116,-0.01812935,0.02293189,-0.008124029,0.003113663,0.0156863,0.02153358,0.02007135,0.01880725,0.01789544,0.01752532,0.01775212,0.01831723,0
206183_0531,51,8,531,-0.01965767,0.03178901,-0.005776251,-0.01406578,0.0356744,-0.01298573,0.009415571,0.02129577,0.0198328,0.01857123,0.01766044,0.01728341,0.01749627,0.01804209,0
206183_0532,52,8,532,-0.002309228,-0.01243858,-0.02899908,0.008607796,0.007043545,0.00792367,0.005032893,0.02113256,0.01968891,0.01846081,0.01759806,0.0172848,0.01754859,0.01813756,0
206183_0533,53,8,533,-0.0271295,0.02452199,-0.01209342,-0.02343641,0.004580791,0.004432484,-0.006912442,0.02063873,0.01935173,0.01829515,0.01762875,0.01755217,0.01800276,0.01875525,0
206183_0534,54,8,534,-0.01097778,0.05404923,-0.0002792546,0.02706272,-0.00469375,0.02423594,0.02743178,0.02046822,0.0191444,0.01803322,0.01728557,0.01708871,0.01742987,0.01807679,0
206183_0535,55,8,535,-0.01467311,0.0100437,0.002091686,-0.022572,0.01014015,0.02918346,0.01093897,0.02118011,0.01981308,0.01870728,0.01802515,0.01796884,0.01845595,0.01925195,0
206183_0536,56,8,536,0.0128012,0.01542844,-0.01091813,0.04340402,0.02019672,0.00396335,-0.008745306,0.02273146,0.02109618,0.01968502,0.01865708,0.01820614,0.01840567,0.01897049,0
206183_0537,57,8,537,0.02680181,-0.01340243,0.01925812,0.002240261,-0.02466095,-0.02452373,0.02195397,0.0217375,0.02026853,0.01895349,0.01794403,0.01742453,0.01752174,0.01797121,0
206183_0538,58,8,538,0.01354808,-0.02354265,0.002811487,0.002672827,-0.005069167,0.0107233,0.01323169,0.02111189,0.01960017,0.01835059,0.01750661,0.01724384,0.01755273,0.01817857,0
206183_0539,59,8,539,0.01121705,0.01238932,0.01992987,0.004415579,0.0006766411,-0.01745144,0.01737621,0.02179234,0.02024136,0.01891347,0.01795899,0.01756121,0.01777482,0.01833088,0
206183_0540,0,9,540,-0.008004271,0.009543503,0.0187866,-0.02011706,-0.004929984,-0.01863797,-0.0009337179,0.02162514,0.02012753,0.01881754,0.01784529,0.01739365,0.01755113,0.01805306,0
206183_0541,1,9,541,0.01529371,0.0113931,0.03301366,0.01336396,-0.007946198,-0.003376629,-0.004313179,0.01917303,0.01799153,0.01703965,0.01645893,0.01642558,0.01686145,0.01756421,0
206183_0542,2,9,542,0.0323738,0.03678845,0.01816146,0.00165195,0.003954219,-0.02296567,-0.009115893,0.02186815,0.02032566,0.01895576,0.01790539,0.01735145,0.01742496,0.01785306,0
206183_0543,3,9,543,0.02411912,-0.01538806,0.003208609,-0.002921009,0.000735809,0.006156647,-0.005990763,0.01999373,0.01877321,0.01776145,0.01711187,0.01701641,0.01742791,0.01813056,0
206183_0544,4,9,544,0.03469116,-0.006870634,-0.01451152,0.02631018,0.02027591,0.00125349,0.007487877,0.02114067,0.01969639,0.01848076,0.01764467,0.01737387,0.01767542,0.01829898,0
206183_0545,5,9,545,0.03324147,0.02510395,-0.009829442,0.04498475,0.04885513,-0.01287311,0.0006592587,0.02144678,0.0199808,0.01873005,0.01784802,0.01752351,0.01778834,0.01838584,0
206183_0546,6,9,546,0.005276547,-0.02436646,0.007639809,0.03142636,-0.004247433,0.003805576,0.02449451,0.02089944,0.01941677,0.01812211,0.01715214,0.01667169,0.01677896,0.01721555,0
206183_0547,7,9,547,-0.007185767,0.03670198,0.05090147,-0.02046143,0.01488231,-0.01672269,0.01352405,0.02431671,0.02234025,0.02055946,0.01911374,0.01815937,0.01795917,0.01817594,0
206183_0548,8,9,548,0.02876674,-0.0116283,7.749436e-05,0.001310084,-0.009839227,0.009243139,-0.0006953454,0.02341504,0.02166101,0.02011607,0.01893557,0.01830514,0.01836833,0.01881966,0
206183_0549,9,9,549,-0.0225196,-0.02801738,-0.006652812,0.02705472,0.009650387,-0.006257064,0.01611726,0.02007331,0.01881853,0.01777293,0.01708744,0.01695029,0.01732891,0.01800223,0
206183_0550,10,9,550,0.0265411,-0.005935082,-0.0008826735,0.001570747,0.01115009,1.143684e-05,-0.002020077,0.02266685,0.02087928,0.01933085,0.01815953,0.01752831,0.01756859,0.01797787,0
206183_0551,11,9,551,0.02008863,0.009905419,-0.01626138,-0.03277694,0.001991268,-0.01112563,-0.02038303,0.02251249,0.02090809,0.01951405,0.0184875,0.0180196,0.01819559,0.01873395,0
206183_0552,12,9,552,0.008807304,-0.01448235,0.02556198,0.0242566,-0.01627362,0.01990119,-0.01509346,0.02192266,0.02036506,0.01900768,0.01800027,0.01752448,0.01767232,0.01817072,0
206183_0553,13,9,553,-0.006648868,0.01319263,-0.0003844199,-0.01523518,0.01756032,-0.005354991,-0.03888078,0.02215573,0.0206126,0.0192626,0.01826156,0.01779952,0.01796674,0.01848986,0
206183_0554,14,9,554,-0.02868212,0.01008219,0.02649842,0.009965344,0.00240122,0.01816678,4.281342e-05,0.02069574,0.01938503,0.01827691,0.01752795,0.01733323,0.01768381,0.01834622,0
206183_0555,15,9,555,0.001698952,0.0001388142,-0.005893758,-0.0161559,-0.04682882,-0.01667679,0.03399911,0.02170917,0.02020709,0.01891644,0.01799118,0.01762003,0.0178533,0.01842715,0
206183_0556,16,9,556,0.03839108,0.01032914,0.01542851,-0.00035075,-0.0126477,-0.03494412,0.02523735,0.02114216,0.01972073,0.01846221,0.01751365,0.01705441,0.01718617,0.01765399,0
206183_0557,17,9,557,-0.01095139,-0.004157686,0.008161059,0.01236703,-0.005177968,-0.00310606,0.0345206,0.02167717,0.02017579,0.01890537,0.01802097,0.01771319,0.01800184,0.01862542,0
206183_0558,18,9,558,-0.06380152,-0.01624059,0.03506723,0.007285562,-0.02452078,-0.0112411,0.0090131,0.0209677,0.01960799,0.01839324,0.01747266,0.0170294,0.01716726,0.01763831,0
206183_0559,19,9,559,-0.004043867,0.003262925,-0.008255315,-0.009607929,0.01911462,-0.006522662,0.001365643,0.02053439,0.0191856,0.01808542,0.01738464,0.01727014,0.0176856,0.01839937,0
206183_0560,20,9,560,0.03838316,-0.01211844,-0.02540871,0.006090747,0.03215355,-0.01498505,0.00728905,0.02117601,0.01967832,0.01843468,0.01759137,0.01732771,0.01763837,0.01826788,0
206183_0561,21,9,561,0.0194384,-0.007727047,0.007888724,0.01324406,0.008542633,0.02784756,0.007535923,0.02139149,0.02002766,0.01884595,0.01800872,0.01771809,0.01800866,0.01863244,0
206183_0562,22,9,562,-0.0297492,-0.03216136,-4.669277e-05,0.0192851,0.0005494515,0.02899277,-0.01617095,0.02151807,0.02004977,0.01876938,0.01782876,0.0174138,0.01760062,0.01812745,0
206183_0563,23,9,563,0.01898095,0.002214533,-0.00152333,-0.00183211,-0.01920265,-0.0009786829,0.01479252,0.02133228,0.01975446,0.01840521,0.01742179,0.01696972,0.0171214,0.0176062,0
206183_0564,24,9,564,0.07758757,0.01350255,0.001488453,0.01509623,0.02034648,0.01459399,-0.02414945,0.02165913,0.02019545,0.01893059,0.01802123,0.01766022,0.01790021,0.01848004,0
206183_0565,25,9,565,0.009723957,0.004179452,-0.01457118,-0.015669,0.005599199,-0.001416646,-0.006024564,0.02332755,0.02160894,0.02005149,0.01880602,0.01804959,0.0179906,0.01832392,0
206183_0566,26,9,566,0.004325456,0.001536669,-0.003721394,-0.03953272,-0.0004426612,-0.01258874,0.004069102,0.01894754,0.0178945,0.01704143,0.01653935,0.016579,0.01706973,0.0178224,0
206183_0567,27,9,567,0.02317427,-0.04904656,0.02219899,0.01399128,-0.004625338,0.02194276,-0.01583655,0.02190229,0.02028302,0.01889608,0.01788575,0.01742641,0.01759174,0.01810259,0
206183_0568,28,9,568,0.03543837,0.01715442,-0.01401601,0.002449764,0.01619491,0.02273467,0.05075249,0.02280345,0.02107889,0.01954573,0.01834764,0.01765364,0.01763753,0.01799846,0
206183_0569,29,9,569,-0.007708535,-0.01442804,0.01839551,0.06090687,-0.01671217,0.01924825,0.007792,0.02246943,0.02083199,0.01947059,0.01854247,0.01824008,0.01856354,0.01923347,0
206183_0570,30,9,570,0.03782225,0.003715591,0.0009768107,-0.008265315,-0.01196027,8.527563e-05,-0.01935615,0.01960422,0.01838353,0.01737168,0.01671397,0.01659143,0.01696694,0.01762534,0
206183_0571,31,9,571,0.01158611,-0.03494729,0.006687756,-0.01715434,0.004269177,0.01545073,0.006408733,0.02269269,0.02112123,0.01974589,0.01873035,0.01827503,0.01846749,0.01902665,0
206183_0572,32,9,572,-0.03115003,0.007183258,0.007500405,-0.01904971,0.0194747,0.03426055,-0.02470783,0.02265446,0.02105408,0.01965169,0.01860646,0.01811203,0.01826888,0.01879285,0
206183_0573,33,9,573,0.05734837,-0.01416734,-0.009017079,-0.01045537,-0.006629003,0.003878437,0.01960107,0.02194308,0.02034196,0.01894396,0.01789355,0.0173644,0.01746667,0.01792113,0
206183_0574,34,9,574,-0.02604677,0.01080523,0.01276425,0.008497253,-0.02691525,0.01243147,-0.007438861,0.02096335,0.01954062,0.01833099,0.01748321,0.01718025,0.01744746,0.01803548,0
206183_0575,35,9,575,0.02573955,-0.01362908,0.004023623,-0.01448795,0.002669278,-0.01146005,-0.01309918,0.01999685,0.01876082,0.01771083,0.01699699,0.01680665,0.01713619,0.0177636,0
206183_0576,36,9,576,-0.00975927,0.009715972,0.02506647,-0.01067781,-0.02092843,-0.01826586,0.02393396,0.02034902,0.01906934,0.01796096,0.01717434,0.01689655,0.01716129,0.01773706,0
206183_0577,37,9,577,-0.01245848,-0.02964278,0.007831409,0.03263565,-0.01021177,0.005100582,0.01980398,0.02066339,0.0192593,0.01807376,0.017252,0.01697264,0.01725003,0.01784011,0
206183_0578,38,9,578,0.003935842,0.001042943,0.0002391047,-0.01646659,0.04310669,-0.001789414,-0.01177392,0.02035234,0.01892144,0.01775793,0.01699919,0.01681369,0.01716237,0.01780648,0
206183_0579,39,9,579,-0.003974519,-0.02243941,0.000568178,-0.01939655,0.006047345,0.01512876,-0.01918561,0.02024597,0.01891105,0.01778957,0.01702645,0.01680071,0.01710955,0.01772016,0
206183_0580,40,9,580,0.02045021,-0.01877902,-0.02250937,-0.01207368,0.016867,-0.01920822,0.01002801,0.0207473,0.01941,0.01826251,0.017458,0.0171865,0.0174716,0.01807445,0
206183_0581,41,9,581,0.01269277,-0.02201443,0.0138998,0.002856137,0.01864229,-0.01581474,0.0007985392,0.02223458,0.02072398,0.01948864,0.01869643,0.01855535,0.01900766,0.01979459,0
206183_0582,42,9,582,-0.01594065,-0.009678496,-0.0135369,-0.02263883,0.002995852,0.003756544,0.00668095,0.02023983,0.01903588,0.01802952,0.01738059,0.01729011,0.01771415,0.01843614,0
206183_0583,43,9,583,0.009642917,-0.0168077,0.0129611,-0.003976568,-0.006316407,0.004490434,0.001355729,0.02164476,0.02000106,0.01863455,0.01768389,0.01731709,0.01755585,0.01812639,0
206183_0584,44,9,584,0.06452675,-0.01378912,0.003207245,-0.01213804,0.01228107,0.02666738,-0.02041014,0.02121169,0.01973298,0.01843699,0.01746698,0.01699666,0.01712301,0.01758573,0
206183_0585,45,9,585,-0.03122341,-0.02323149,-0.02111571,0.008990296,-0.001719114,-0.02002723,-0.02410211,0.02185026,0.02027981,0.01890638,0.01787595,0.01736467,0.01747833,0.01794259,0
206183_0586,46,9,586,-0.02859832,0.009493739,-0.02325099,-0.001359734,-0.003407379,0.01709047,0.01376289,0.0217065,0.02009116,0.01866898,0.01757591,0.01697307,0.01700013,0.01737796,0
206183_0587,47,9,587,-0.009841684,0.03152688,0.009213633,-0.02139205,-0.0230237,0.01533378,0.01512799,0.02082467,0.01944298,0.01826154,0.0174304,0.01713471,0.0174021,0.01798885,0
206183_0588,48,9,588,-0.02820702,0.006024694,-0.008470222,-0.0005752177,-0.001758589,0.02574518,0.01369606,0.02113527,0.01966999,0.01846571,0.01767218,0.0174737,0.01783832,0.01851755,0
206183_0589,49,9,589,-0.003878328,0.01666744,-0.02539249,-0.03154508,0.01300481,0.02849752,-0.004928314,0.02027354,0.0189733,0.01789531,0.01718982,0.01704355,0.0174217,0.01809778,0
206183_0590,50,9,590,-0.01182167,-0.01444615,-0.01882168,0.01149012,-0.02744166,-0.01279679,-0.005124478,0.02175946,0.02024198,0.01893951,0.01800535,0.01762722,0.01785616,0.01842692,0
206183_0591,51,9,591,-0.02570504,0.01034079,0.01338055,0.003815841,0.001416947,-0.001242285,-0.02060785,0.02127448,0.01979981,0.01855916,0.01770271,0.01741497,0.0177068,0.01832373,0
206183_0592,52,9,592,-0.006695581,0.04146534,-0.004028796,0.01707151,0.004942579,0.01482246,-0.01989515,0.02190201,0.02034843,0.01898416,0.01795767,0.01744852,0.01756494,0.01803378,0
206183_0593,53,9,593,-0.008613354,0.00946239,-0.00852523,-0.002220494,0.02975743,0.001259097,0.005559515,0.02177161,0.02025767,0.01890069,0.01784715,0.01727322,0.01732344,0.01772799,0
206183_0594,54,9,594,0.0114053,-0.005777245,-0.009780691,-0.04035414,-0.02553728,-0.01724724,0.01733061,0.02136411,0.01980747,0.01851683,0.01763554,0.01733856,0.01762703,0.0182392,0
206183_0595,55,9,595,0.000189793,-0.01133666,0.01145185,0.01725143,0.0002535833,-0.01388716,0.006289225,0.02211784,0.02049582,0.01907027,0.01798558,0.01741459,0.01748448,0.01791298,0
206183_0596,56,9,596,0.01226775,-0.01956207,0.01344127,-0.02622238,-0.009329214,-0.01645045,0.01405621,0.0240453,0.02195345,0.02015789,0.018789,0.01799722,0.01794865,0.0183003,0
206183_0597,57,9,597,0.01113397,0.01138965,0.03501673,0.02249032,-0.02176271,0.005433847,-0.01082531,0.02125214,0.01978689,0.01852005,0.01759947,0.01720588,0.01740254,0.01793213,0
206183_0598,58,9,598,-0.003544734,0.005605353,-0.01721143,-0.001934055,0.007499109,-0.03071546,-0.01752549,0.02245764,0.02073308,0.01924073,0.01812224,0.01754643,0.01762769,0.01807205,0
206183_0599,59,9,599,0.0007563634,-0.0005450265,-0.01700996,-0.007420414,-0.02492365,-0.01318193,-0.005110524,0.02111455,0.01973827,0.01858859,0.01782425,0.01764243,0.01801949,0.01871435,0
206183_0600,0,10,600,-0.007381893,-0.02136208,0.005900149,0.01860208,-0.0004189888,0.03580407,0.01255617,0.02125802,0.01979506,0.01856934,0.0177324,0.01747075,0.01778464,0.01842174,0
206183_0601,1,10,601,0.03073483,0.00647309,-0.02563676,-0.015135,0.0009174971,-0.006822543,-0.002385061,0.02041907,0.01906065,0.01792391,0.01715494,0.01693414,0.01725341,0.01787727,0
206183_0602,2,10,602,0.002084651,0.00596536,0.002487686,0.001485576,0.01384414,-0.003184611,-0.009470432,0.02269265,0.02099089,0.01948593,0.01832319,0.01767508,0.0176961,0.01809083,0
206183_0603,3,10,603,-0.01084863,0.006342872,-0.008748769,0.01085447,0.04688794,-0.006446004,-0.009880666,0.02451892,0.02254008,0.02078759,0.01941041,0.01858102,0.01850642,0.01884889,0
206183_0604,4,10,604,-0.01703617,0.03618816,0.052912,0.003946668,-0.02475962,0.01813847,-0.003884518,0.02206067,0.02045006,0.01902487,0.01792832,0.01733126,0.01737463,0.01777708,0
206183_0605,5,10,605,-0.002050991,0.01535746,-0.01725479,0.01612999,-0.01943309,-0.006935353,-0.01011311,0.0216619,0.0200818,0.01873995,0.01778131,0.01738193,0.0175908,0.01813765,0
206183_0606,6,10,606,0.01077719,-0.02493143,0.01957261,-0.009200478,0.01522118,-0.02015296,-0.02262296,0.02080192,0.01940623,0.01822432,0.01740508,0.01713208,0.01741922,0.01802268,0
206183_0607,7,10,607,0.009802139,0.01186534,0.01577258,0.02914428,-0.01006725,0.0107941,-0.008138744,0.02227457,0.02068229,0.01927729,0.0182103,0.01766307,0.01775834,0.01821571,0
206183_0608,8,10,608,0.03366959,-0.004918989,0.0453952,0.02081227,0.01164426,-0.01520177,0.02977147,0.02243727,0.0208361,0.01944613,0.01842339,0.0179577,0.01813308,0.01866905,0
206183_0609,9,10,609,-0.01706165,-0.0003914418,-0.01139209,0.008035746,0.001856622,0.007123524,0.02511344,0.02245373,0.02089065,0.01952777,0.01852537,0.01807946,0.01827171,0.01882528,0
206183_0610,10,10,610,0.003513477,0.03012697,0.009998216,0.02510074,-0.008469282,0.008434565,-0.01438515,0.02225107,0.02059479,0.01916226,0.01809931,0.01758132,0.01770567,0.01818712,0
206183_0611,11,10,611,0.05309533,-0.01047602,-0.006260048,-0.02246448,-0.01041207,-0.00639536,-0.007732626,0.02178083,0.02028818,0.01901658,0.01812361,0.01780324,0.0180837,0.0187033,0
206183_0612,12,10,612,0.007493106,-0.005382042,0.02971225,0.006179841,0.01618153,0.01471228,-0.007879226,0.02114793,0.01963486,0.01833697,0.01739512,0.01698027,0.01715641,0.01766205,0
206183_0613,13,10,613,0.05244144,-0.01713613,-0.007922955,0.01296337,0.01379132,0.004080825,-0.01736311,0.02350369,0.02169962,0.0201375,0.01897165,0.01838698,0.01849762,0.01899363,0
206183_0614,14,10,614,0.01099557,0.004959318,0.006145403,0.001744549,0.005954102,-0.05860039,-0.001460066,0.02228568,0.02057785,0.01912381,0.01806597,0.01757551,0.01772803,0.01823416,0
206183_0615,15,10,615,0.00482853,-0.003075382,0.01093945,0.02535776,-0.005451748,0.01489171,0.001435721,0.01986952,0.01862783,0.01758641,0.01689307,0.01673192,0.01708291,0.01772587,0
206183_0616,16,10,616,0.03902706,-0.007476682,-0.008372656,0.001711507,-0.02869617,0.03850825,0.02687059,0.02208832,0.02053356,0.01916229,0.01812599,0.01760813,0.0177231,0.01819493,0
206183_0617,17,10,617,0.008448421,-0.03103171,0.01478244,0.009811708,-0.00325636,0.03445466,0.0004037329,0.02055434,0.01913835,0.01789054,0.01694694,0.01647199,0.01657064,0.01699203,0
206183_0618,18,10,618,0.007952869,-0.005213511,0.004827965,0.027835,0.01142153,-0.009118901,0.01040572,0.02013143,0.01887493,0.01784633,0.01719837,0.01712159,0.017555,0.01827849,0
206183_0619,19,10,619,0.02545409,0.009977061,-0.003561248,0.02854887,0.0007893508,-0.01986497,0.0005680189,0.02118356,0.01979025,0.01859225,0.01774516,0.01744142,0.01771472,0.01831539,0
206183_0620,20,10,620,-0.04294229,0.01086785,-0.01347508,-0.001727137,0.05233696,-0.0025442,-0.02141725,0.02229797,0.02065464,0.01925331,0.01824443,0.01781054,0.01801263,0.01856679,0
206183_0621,21,10,621,-0.04170593,-0.0006593491,0.02925192,-0.00371533,0.03395374,-0.02660224,0.004312709,0.02069147,0.01938441,0.01833103,0.01769038,0.01766074,0.0181545,0.01894473,0
206183_0622,22,10,622,-0.02018543,-0.01550775,0.02726994,0.007599392,-0.008059767,0.02004291,0.02298296,0.02068251,0.01936226,0.01825295,0.01751025,0.01732796,0.01769032,0.01836156,0
206183_0623,23,10,623,-0.03750965,-0.02180685,-0.004214701,-0.001507982,0.02587415,-0.02467702,0.01661845,0.0209715,0.01952589,0.01830497,0.01745559,0.01715805,0.01743186,0.01802421,0
206183_0624,24,10,624,-0.005953031,0.01558615,0.02170412,0.03554914,0.03221471,-0.01677665,-0.005175011,0.02099001,0.01958729,0.01841031,0.01761183,0.01738071,0.0177126,0.01836033,0
206183_0625,25,10,625,0.02128857,-0.0238101,0.03696915,0.02350394,0.02635617,0.03020357,-0.04934725,0.02150802,0.02006253,0.01883143,0.0179721,0.01767888,0.01797451,0.01860144,0
206183_0626,26,10,626,-0.0003093651,-0.01102711,0.01416943,-0.006292386,0.004214112,-0.01266012,0.0319695,0.02056562,0.01918985,0.01799166,0.01711408,0.01673231,0.01691537,0.01741638,0
206183_0627,27,10,627,-0.0105512,0.00569969,-0.002131453,-0.01630791,-0.008420857,0.02197322,0.0262924,0.02212215,0.02056574,0.01924197,0.0183083,0.01795779,0.0182262,0.01883979,0
206183_0628,28,10,628,-0.0004121977,-0.000377476,0.01486112,-0.01778689,-0.002680027,0.004308658,0.01383336,0.02061423,0.01922079,0.01801775,0.01714822,0.01678753,0.01699185,0.01751308,0
206183_0629,29,10,629,0.01609756,-0.008370814,0.05840781,-0.006662148,-0.01067922,-0.006580925,0.009578371,0.02241967,0.02072174,0.01923767,0.01810983,0.01750757,0.01756366,0.01798308,0
206183_0630,30,10,630,0.01497833,-0.02277443,-0.00793431,-0.02335978,0.02482345,0.0317598,-0.02337851,0.02125678,0.01981225,0.01856882,0.01767748,0.01732367,0.01755685,0.01811989,0
206183_0631,31,10,631,0.05821517,-0.02346582,-0.01440125,-0.003365052,0.03618969,0.01805681,-0.01652713,0.02211986,0.02049453,0.01906093,0.01796237,0.01736981,0.01742132,0.01783133,0
206183_0632,32,10,632,-0.02384353,-0.0247676,0.02085816,0.02876997,-0.02051226,0.02845293,0.01771328,0.0208475,0.01929916,0.01799135,0.01705584,0.01665174,0.01682972,0.01732656,0
206183_0633,33,10,633,-0.007260618,-0.01196928,0.01122689,-0.002102495,0.003852387,0.008211815,0.03088797,0.02277431,0.02109073,0.01959637,0.01843996,0.01779842,0.01782818,0.01823285,0
206183_0634,34,10,634,0.01777586,-0.04936059,-0.00575353,0.008605481,-0.003196196,-0.01328556,-0.01753378,0.02467023,0.02261267,0.02084553,0.01951788,0.01880521,0.01884869,0.01930283,0
